frame,wjh_overload_count,yolov8n_overload_count,matched_target_count,final_overload,final_target_ids,helmet_statuses,roi
64,0,0,0,0,,,143 399 984 695
65,0,0,0,0,,,143 399 984 695
66,0,0,0,0,,,143 399 984 695
67,0,0,0,0,,,143 399 984 695
68,0,0,0,0,,,143 399 984 695
69,0,0,0,0,,,143 399 984 695
70,0,0,0,0,,,143 399 984 695
71,0,0,0,0,,,143 399 984 695
72,0,0,0,0,,,143 399 984 695
73,0,0,0,0,,,143 399 984 695
74,0,0,0,0,,,143 399 984 695
75,0,0,0,0,,,143 399 984 695
76,0,0,0,0,,,143 399 984 695
77,0,0,0,0,,,143 399 984 695
78,0,0,0,0,,,143 399 984 695
79,0,0,0,0,,,143 399 984 695
80,0,0,0,0,,,143 399 984 695
81,0,0,0,0,,,143 399 984 695
82,0,0,0,0,,,143 399 984 695
83,0,0,0,0,,,143 399 984 695
84,0,0,0,0,,,143 399 984 695
85,0,0,0,0,,,143 399 984 695
86,0,0,0,0,,,143 399 984 695
87,0,0,0,0,,,143 399 984 695
88,0,0,0,0,,,143 399 984 695
89,0,0,0,0,,,143 399 984 695
90,0,0,0,0,,,143 399 984 695
91,0,0,0,0,,,143 399 984 695
92,0,0,0,0,,,143 399 984 695
93,0,0,0,0,,,143 399 984 695
94,0,0,0,0,,,143 399 984 695
95,0,0,0,0,,,143 399 984 695
96,0,0,0,0,,,143 399 984 695
97,0,0,0,0,,,143 399 984 695
98,0,0,0,0,,,143 399 984 695
99,0,0,0,0,,,143 399 984 695
100,0,0,0,0,,,143 399 984 695
101,0,0,0,0,,,143 399 984 695
102,0,0,0,0,,,143 399 984 695
103,0,0,0,0,,,143 399 984 695
104,0,0,0,0,,,143 399 984 695
105,0,0,0,0,,,143 399 984 695
106,0,0,0,0,,,143 399 984 695
107,0,0,0,0,,,143 399 984 695
108,0,0,0,0,,,143 399 984 695
109,0,0,0,0,,,143 399 984 695
110,0,0,0,0,,,143 399 984 695
111,0,0,0,0,,,143 399 984 695
112,0,0,0,0,,,143 399 984 695
113,0,0,0,0,,,143 399 984 695
114,0,0,0,0,,,143 399 984 695
115,0,0,0,0,,,143 399 984 695
116,0,0,0,0,,,143 399 984 695
117,0,0,0,0,,,143 399 984 695
118,0,0,0,0,,,143 399 984 695
119,0,0,0,0,,,143 399 984 695
120,0,0,0,0,,,143 399 984 695
121,0,0,0,0,,,143 399 984 695
122,0,0,0,0,,,143 399 984 695
123,0,0,0,0,,,143 399 984 695
124,0,0,0,0,,,143 399 984 695
125,0,0,0,0,,,143 399 984 695
126,0,0,0,0,,,143 399 984 695
127,0,0,0,0,,,143 399 984 695
128,0,0,0,0,,,143 399 984 695
129,0,0,0,0,,,143 399 984 695
130,0,0,0,0,,,143 399 984 695
131,0,0,0,0,,,143 399 984 695
132,0,0,0,0,,,143 399 984 695
133,0,0,0,0,,,143 399 984 695
134,0,0,0,0,,,143 399 984 695
135,0,0,0,0,,,143 399 984 695
136,0,0,0,0,,,143 399 984 695
137,0,0,0,0,,,143 399 984 695
138,0,0,0,0,,,143 399 984 695
139,0,0,0,0,,,143 399 984 695
140,0,0,0,0,,,143 399 984 695
141,0,0,0,0,,,143 399 984 695
142,0,0,0,0,,,143 399 984 695
143,0,0,0,0,,,143 399 984 695
144,0,0,0,0,,,143 399 984 695
145,0,0,0,0,,,143 399 984 695
146,0,0,0,0,,,143 399 984 695
147,0,0,0,0,,,143 399 984 695
148,0,0,0,0,,,143 399 984 695
149,0,0,0,0,,,143 399 984 695
150,0,0,0,0,,,143 399 984 695
151,0,0,0,0,,,143 399 984 695
152,0,0,0,0,,,143 399 984 695
153,0,0,0,0,,,143 399 984 695
154,0,0,0,0,,,143 399 984 695
155,0,0,0,0,,,143 399 984 695
156,0,0,0,0,,,143 399 984 695
157,0,0,0,0,,,143 399 984 695
158,0,0,0,0,,,143 399 984 695
159,0,0,0,0,,,143 399 984 695
160,0,0,0,0,,,143 399 984 695
161,0,0,0,0,,,143 399 984 695
162,0,0,0,0,,,143 399 984 695
163,0,0,0,0,,,143 399 984 695
164,0,0,0,0,,,143 399 984 695
165,0,0,0,0,,,143 399 984 695
166,0,0,0,0,,,143 399 984 695
167,0,0,0,0,,,143 399 984 695
168,0,0,0,0,,,143 399 984 695
169,0,0,0,0,,,143 399 984 695
170,0,0,0,0,,,143 399 984 695
171,0,0,0,0,,,143 399 984 695
172,0,0,0,0,,,143 399 984 695
173,0,0,0,0,,,143 399 984 695
174,0,0,0,0,,,143 399 984 695
175,0,0,0,0,,,143 399 984 695
176,0,0,0,0,,,143 399 984 695
177,0,0,0,0,,,143 399 984 695
178,0,0,0,0,,,143 399 984 695
179,0,0,0,0,,,143 399 984 695
180,0,0,0,0,,,143 399 984 695
181,0,0,0,0,,,143 399 984 695
182,0,0,0,0,,,143 399 984 695
183,0,0,0,0,,,143 399 984 695
184,0,0,0,0,,,143 399 984 695
185,0,0,0,0,,,143 399 984 695
186,0,0,0,0,,,143 399 984 695
187,0,0,0,0,,,143 399 984 695
188,0,0,0,0,,,143 399 984 695
189,0,0,0,0,,,143 399 984 695
190,0,0,0,0,,,143 399 984 695
191,0,0,0,0,,,143 399 984 695
192,0,0,0,0,,,143 399 984 695
193,0,0,0,0,,,143 399 984 695
194,0,0,0,0,,,143 399 984 695
195,0,0,0,0,,,143 399 984 695
196,0,0,0,0,,,143 399 984 695
197,0,0,0,0,,,143 399 984 695
198,0,0,0,0,,,143 399 984 695
199,0,0,0,0,,,143 399 984 695
200,0,0,0,0,,,143 399 984 695
201,0,0,0,0,,,143 399 984 695
202,0,0,0,0,,,143 399 984 695
203,0,0,0,0,,,143 399 984 695
204,0,0,0,0,,,143 399 984 695
205,0,0,0,0,,,143 399 984 695
206,0,0,0,0,,,143 399 984 695
207,0,0,0,0,,,143 399 984 695
208,0,0,0,0,,,143 399 984 695
209,0,0,0,0,,,143 399 984 695
210,0,0,0,0,,,143 399 984 695
211,0,0,0,0,,,143 399 984 695
212,0,0,0,0,,,143 399 984 695
213,0,0,0,0,,,143 399 984 695
214,0,0,0,0,,,143 399 984 695
215,0,0,0,0,,,143 399 984 695
216,0,0,0,0,,,143 399 984 695
217,0,0,0,0,,,143 399 984 695
218,0,0,0,0,,,143 399 984 695
219,0,0,0,0,,,143 399 984 695
220,0,0,0,0,,,143 399 984 695
221,0,0,0,0,,,143 399 984 695
222,0,0,0,0,,,143 399 984 695
223,0,0,0,0,,,143 399 984 695
224,0,0,0,0,,,143 399 984 695
225,0,0,0,0,,,143 399 984 695
226,0,0,0,0,,,143 399 984 695
227,0,0,0,0,,,143 399 984 695
228,0,0,0,0,,,143 399 984 695
229,0,0,0,0,,,143 399 984 695
230,0,0,0,0,,,143 399 984 695
231,0,0,0,0,,,143 399 984 695
232,0,0,0,0,,,143 399 984 695
233,0,0,0,0,,,143 399 984 695
234,0,0,0,0,,,143 399 984 695
235,0,0,0,0,,,143 399 984 695
236,0,0,0,0,,,143 399 984 695
237,0,0,0,0,,,143 399 984 695
238,0,0,0,0,,,143 399 984 695
239,0,0,0,0,,,143 399 984 695
240,0,0,0,0,,,143 399 984 695
241,0,0,0,0,,,143 399 984 695
242,0,0,0,0,,,143 399 984 695
243,0,0,0,0,,,143 399 984 695
244,0,0,0,0,,,143 399 984 695
245,0,0,0,0,,,143 399 984 695
246,0,0,0,0,,,143 399 984 695
247,0,0,0,0,,,143 399 984 695
248,0,0,0,0,,,143 399 984 695
249,0,0,0,0,,,143 399 984 695
250,0,0,0,0,,,143 399 984 695
251,0,0,0,0,,,143 399 984 695
252,0,0,0,0,,,143 399 984 695
253,0,0,0,0,,,143 399 984 695
254,0,0,0,0,,,143 399 984 695
255,0,0,0,0,,,143 399 984 695
256,0,0,0,0,,,143 399 984 695
257,0,0,0,0,,,143 399 984 695
258,0,0,1,0,,W002|Y008:UNKNOWN,143 399 984 695
259,0,0,0,0,,,143 399 984 695
260,0,0,0,0,,,143 399 984 695
261,0,0,0,0,,,143 399 984 695
262,0,0,0,0,,,143 399 984 695
263,0,0,1,0,,W003|Y008:UNKNOWN,143 399 984 695
264,0,1,1,0,,W003|Y008:UNKNOWN,143 399 984 695
265,0,0,1,0,,W003|Y008:UNKNOWN,143 399 984 695
266,0,0,1,0,,W003|Y008:UNKNOWN,143 399 984 695
267,0,0,1,0,,W003|Y008:UNKNOWN,143 399 984 695
268,0,1,1,0,,W003|Y008:UNKNOWN,143 399 984 695
269,0,0,1,0,,W003|Y008:UNKNOWN,143 399 984 695
270,0,1,1,0,,W003|Y008:UNKNOWN,143 399 984 695
271,0,1,1,0,,W003|Y008:UNKNOWN,143 399 984 695
272,0,1,1,0,,W003|Y008:UNKNOWN,143 399 984 695
273,0,1,1,0,,W003|Y008:UNKNOWN,143 399 984 695
274,0,0,1,0,,W003|Y008:UNKNOWN,143 399 984 695
275,0,0,1,0,,W003|Y008:UNKNOWN,143 399 984 695
276,0,0,1,0,,W003|Y008:UNKNOWN,143 399 984 695
277,0,1,1,0,,W003|Y008:UNKNOWN,143 399 984 695
278,0,0,1,0,,W003|Y008:UNKNOWN,143 399 984 695
279,0,0,0,0,,,143 399 984 695
280,0,0,0,0,,,143 399 984 695
281,0,1,0,0,,,143 399 984 695
282,0,0,0,0,,,143 399 984 695
283,0,0,0,0,,,143 399 984 695
284,0,0,0,0,,,143 399 984 695
285,0,0,0,0,,,143 399 984 695
286,0,0,0,0,,,143 399 984 695
287,0,0,0,0,,,143 399 984 695
288,0,0,0,0,,,143 399 984 695
289,0,0,0,0,,,143 399 984 695
290,0,0,0,0,,,143 399 984 695
291,0,0,0,0,,,143 399 984 695
292,0,0,0,0,,,143 399 984 695
293,0,0,0,0,,,143 399 984 695
294,0,0,0,0,,,143 399 984 695
295,0,0,0,0,,,143 399 984 695
296,0,0,0,0,,,143 399 984 695
297,0,0,0,0,,,143 399 984 695
298,0,0,0,0,,,143 399 984 695
299,0,0,0,0,,,143 399 984 695
300,0,0,0,0,,,143 399 984 695
301,0,0,0,0,,,143 399 984 695
302,0,0,0,0,,,143 399 984 695
303,0,0,0,0,,,143 399 984 695
304,0,0,0,0,,,143 399 984 695
305,0,0,0,0,,,143 399 984 695
306,0,0,0,0,,,143 399 984 695
307,0,0,0,0,,,143 399 984 695
308,0,0,0,0,,,143 399 984 695
309,0,0,0,0,,,143 399 984 695
310,0,0,0,0,,,143 399 984 695
311,0,0,0,0,,,143 399 984 695
312,0,0,0,0,,,143 399 984 695
313,0,0,0,0,,,143 399 984 695
314,0,0,0,0,,,143 399 984 695
315,0,0,0,0,,,143 399 984 695
316,0,0,0,0,,,143 399 984 695
317,0,0,0,0,,,143 399 984 695
318,0,0,0,0,,,143 399 984 695
319,0,0,0,0,,,143 399 984 695
320,0,0,0,0,,,143 399 984 695
321,0,0,0,0,,,143 399 984 695
322,0,0,0,0,,,143 399 984 695
323,0,0,0,0,,,143 399 984 695
324,0,0,0,0,,,143 399 984 695
325,0,0,0,0,,,143 399 984 695
326,0,0,0,0,,,143 399 984 695
327,0,0,0,0,,,143 399 984 695
328,0,0,0,0,,,143 399 984 695
329,0,0,0,0,,,143 399 984 695
330,0,0,0,0,,,143 399 984 695
331,0,0,0,0,,,143 399 984 695
332,0,0,0,0,,,143 399 984 695
333,0,0,0,0,,,143 399 984 695
334,0,0,0,0,,,143 399 984 695
335,0,0,0,0,,,143 399 984 695
336,0,0,0,0,,,143 399 984 695
337,0,0,0,0,,,143 399 984 695
338,0,0,0,0,,,143 399 984 695
339,0,0,0,0,,,143 399 984 695
340,0,0,0,0,,,143 399 984 695
341,0,0,0,0,,,143 399 984 695
342,0,0,0,0,,,143 399 984 695
343,0,0,0,0,,,143 399 984 695
344,0,0,0,0,,,143 399 984 695
345,0,0,0,0,,,143 399 984 695
346,0,0,0,0,,,143 399 984 695
347,0,0,0,0,,,143 399 984 695
348,0,0,0,0,,,143 399 984 695
349,0,0,0,0,,,143 399 984 695
350,0,0,0,0,,,143 399 984 695
351,0,0,0,0,,,143 399 984 695
352,0,0,0,0,,,143 399 984 695
353,0,0,0,0,,,143 399 984 695
354,0,0,0,0,,,143 399 984 695
355,0,0,0,0,,,143 399 984 695
356,0,0,0,0,,,143 399 984 695
357,0,0,0,0,,,143 399 984 695
358,0,0,0,0,,,143 399 984 695
359,0,0,0,0,,,143 399 984 695
360,0,0,0,0,,,143 399 984 695
361,0,0,0,0,,,143 399 984 695
362,0,0,0,0,,,143 399 984 695
363,0,0,0,0,,,143 399 984 695
364,0,0,0,0,,,143 399 984 695
365,0,0,0,0,,,143 399 984 695
366,0,0,0,0,,,143 399 984 695
367,0,0,0,0,,,143 399 984 695
368,0,0,0,0,,,143 399 984 695
369,0,0,0,0,,,143 399 984 695
370,0,0,0,0,,,143 399 984 695
371,0,0,0,0,,,143 399 984 695
372,0,0,0,0,,,143 399 984 695
373,0,0,0,0,,,143 399 984 695
374,0,0,0,0,,,143 399 984 695
375,0,0,0,0,,,143 399 984 695
376,0,0,0,0,,,143 399 984 695
377,0,0,0,0,,,143 399 984 695
378,0,0,0,0,,,143 399 984 695
379,0,0,0,0,,,143 399 984 695
380,0,0,0,0,,,143 399 984 695
381,0,0,0,0,,,143 399 984 695
382,0,0,0,0,,,143 399 984 695
383,0,0,0,0,,,143 399 984 695
384,0,0,0,0,,,143 399 984 695
385,0,0,0,0,,,143 399 984 695
386,0,0,0,0,,,143 399 984 695
387,0,0,0,0,,,143 399 984 695
388,0,0,0,0,,,143 399 984 695
389,0,0,0,0,,,143 399 984 695
390,0,0,0,0,,,143 399 984 695
391,0,0,0,0,,,143 399 984 695
392,0,0,0,0,,,143 399 984 695
393,0,0,0,0,,,143 399 984 695
394,0,0,0,0,,,143 399 984 695
395,0,0,0,0,,,143 399 984 695
396,0,0,0,0,,,143 399 984 695
397,0,0,0,0,,,143 399 984 695
398,0,0,0,0,,,143 399 984 695
399,0,0,0,0,,,143 399 984 695
400,0,0,0,0,,,143 399 984 695
401,0,0,0,0,,,143 399 984 695
402,0,0,0,0,,,143 399 984 695
403,0,0,0,0,,,143 399 984 695
404,0,0,0,0,,,143 399 984 695
405,0,0,0,0,,,143 399 984 695
406,0,0,0,0,,,143 399 984 695
407,0,0,0,0,,,143 399 984 695
408,0,0,0,0,,,143 399 984 695
409,0,0,0,0,,,143 399 984 695
410,0,0,0,0,,,143 399 984 695
411,0,0,0,0,,,143 399 984 695
412,0,0,0,0,,,143 399 984 695
413,0,0,0,0,,,143 399 984 695
414,0,0,0,0,,,143 399 984 695
415,0,0,0,0,,,143 399 984 695
416,0,0,0,0,,,143 399 984 695
417,0,0,0,0,,,143 399 984 695
418,0,0,0,0,,,143 399 984 695
419,0,0,0,0,,,143 399 984 695
420,0,0,0,0,,,143 399 984 695
421,0,0,0,0,,,143 399 984 695
422,0,0,0,0,,,143 399 984 695
423,0,0,0,0,,,143 399 984 695
424,0,0,0,0,,,143 399 984 695
425,0,0,0,0,,,143 399 984 695
426,0,0,0,0,,,143 399 984 695
427,0,0,0,0,,,143 399 984 695
428,0,0,0,0,,,143 399 984 695
429,0,0,0,0,,,143 399 984 695
430,0,0,0,0,,,143 399 984 695
431,0,0,0,0,,,143 399 984 695
432,0,0,0,0,,,143 399 984 695
433,0,0,0,0,,,143 399 984 695
434,0,0,0,0,,,143 399 984 695
435,0,0,0,0,,,143 399 984 695
436,0,0,0,0,,,143 399 984 695
437,0,0,0,0,,,143 399 984 695
438,0,0,0,0,,,143 399 984 695
439,0,0,0,0,,,143 399 984 695
440,0,0,0,0,,,143 399 984 695
441,0,0,0,0,,,143 399 984 695
442,0,0,0,0,,,143 399 984 695
443,0,0,0,0,,,143 399 984 695
444,0,0,0,0,,,143 399 984 695
445,0,0,0,0,,,143 399 984 695
446,0,0,0,0,,,143 399 984 695
447,0,0,0,0,,,143 399 984 695
448,0,0,0,0,,,143 399 984 695
449,0,0,0,0,,,143 399 984 695
450,0,0,0,0,,,143 399 984 695
451,0,0,0,0,,,143 399 984 695
452,0,0,0,0,,,143 399 984 695
453,0,0,0,0,,,143 399 984 695
454,0,0,0,0,,,143 399 984 695
455,0,0,0,0,,,143 399 984 695
456,0,0,0,0,,,143 399 984 695
457,0,0,0,0,,,143 399 984 695
458,0,0,0,0,,,143 399 984 695
459,0,0,0,0,,,143 399 984 695
460,0,0,0,0,,,143 399 984 695
461,0,0,0,0,,,143 399 984 695
462,0,0,0,0,,,143 399 984 695
463,0,0,0,0,,,143 399 984 695
464,0,0,0,0,,,143 399 984 695
465,0,0,0,0,,,143 399 984 695
466,0,0,0,0,,,143 399 984 695
467,0,0,0,0,,,143 399 984 695
468,0,0,0,0,,,143 399 984 695
469,0,0,0,0,,,143 399 984 695
470,0,0,0,0,,,143 399 984 695
471,0,0,0,0,,,143 399 984 695
472,0,0,0,0,,,143 399 984 695
473,0,0,0,0,,,143 399 984 695
474,0,0,0,0,,,143 399 984 695
475,0,0,0,0,,,143 399 984 695
476,0,0,0,0,,,143 399 984 695
477,0,0,0,0,,,143 399 984 695
478,0,0,0,0,,,143 399 984 695
479,0,0,0,0,,,143 399 984 695
480,0,0,0,0,,,143 399 984 695
481,0,0,0,0,,,143 399 984 695
482,0,0,0,0,,,143 399 984 695
483,0,0,0,0,,,143 399 984 695
484,0,0,0,0,,,143 399 984 695
485,0,0,0,0,,,143 399 984 695
486,0,0,0,0,,,143 399 984 695
487,0,0,0,0,,,143 399 984 695
488,0,0,0,0,,,143 399 984 695
489,0,0,0,0,,,143 399 984 695
490,0,0,0,0,,,143 399 984 695
491,0,0,0,0,,,143 399 984 695
492,0,0,0,0,,,143 399 984 695
493,0,0,0,0,,,143 399 984 695
494,0,0,0,0,,,143 399 984 695
495,0,0,0,0,,,143 399 984 695
496,0,0,0,0,,,143 399 984 695
497,0,0,0,0,,,143 399 984 695
498,0,0,0,0,,,143 399 984 695
499,0,0,0,0,,,143 399 984 695
500,0,0,0,0,,,143 399 984 695
501,0,0,0,0,,,143 399 984 695
502,0,0,0,0,,,143 399 984 695
503,0,0,0,0,,,143 399 984 695
504,0,0,0,0,,,143 399 984 695
505,0,0,0,0,,,143 399 984 695
506,0,0,0,0,,,143 399 984 695
507,0,0,0,0,,,143 399 984 695
508,0,0,0,0,,,143 399 984 695
509,0,0,0,0,,,143 399 984 695
510,0,0,0,0,,,143 399 984 695
511,0,0,0,0,,,143 399 984 695
512,0,0,0,0,,,143 399 984 695
513,0,0,0,0,,,143 399 984 695
514,0,0,0,0,,,143 399 984 695
515,0,0,0,0,,,143 399 984 695
516,0,0,0,0,,,143 399 984 695
517,0,0,0,0,,,143 399 984 695
518,0,0,0,0,,,143 399 984 695
519,0,0,0,0,,,143 399 984 695
520,0,0,0,0,,,143 399 984 695
521,0,0,0,0,,,143 399 984 695
522,0,0,0,0,,,143 399 984 695
523,0,0,0,0,,,143 399 984 695
524,0,0,0,0,,,143 399 984 695
525,0,0,0,0,,,143 399 984 695
526,0,0,0,0,,,143 399 984 695
527,0,0,0,0,,,143 399 984 695
528,0,0,0,0,,,143 399 984 695
529,0,0,0,0,,,143 399 984 695
530,0,0,0,0,,,143 399 984 695
531,0,0,0,0,,,143 399 984 695
532,0,0,0,0,,,143 399 984 695
533,0,0,0,0,,,143 399 984 695
534,0,0,0,0,,,143 399 984 695
535,0,0,0,0,,,143 399 984 695
536,0,0,0,0,,,143 399 984 695
537,0,0,0,0,,,143 399 984 695
538,0,0,0,0,,,143 399 984 695
539,0,0,0,0,,,143 399 984 695
540,0,0,0,0,,,143 399 984 695
541,0,0,0,0,,,143 399 984 695
542,0,0,0,0,,,143 399 984 695
543,0,0,0,0,,,143 399 984 695
544,0,0,0,0,,,143 399 984 695
545,0,0,0,0,,,143 399 984 695
546,0,0,0,0,,,143 399 984 695
547,0,0,0,0,,,143 399 984 695
548,0,0,0,0,,,143 399 984 695
549,0,0,0,0,,,143 399 984 695
550,0,0,0,0,,,143 399 984 695
551,0,0,0,0,,,143 399 984 695
552,0,0,0,0,,,143 399 984 695
553,0,0,0,0,,,143 399 984 695
554,0,0,0,0,,,143 399 984 695
555,0,0,0,0,,,143 399 984 695
556,0,0,0,0,,,143 399 984 695
557,0,0,0,0,,,143 399 984 695
558,0,0,0,0,,,143 399 984 695
559,0,0,0,0,,,143 399 984 695
560,0,0,0,0,,,143 399 984 695
561,0,0,0,0,,,143 399 984 695
562,0,0,0,0,,,143 399 984 695
563,0,0,0,0,,,143 399 984 695
564,0,0,0,0,,,143 399 984 695
565,0,0,0,0,,,143 399 984 695
566,0,0,0,0,,,143 399 984 695
567,0,0,0,0,,,143 399 984 695
568,0,0,0,0,,,143 399 984 695
569,0,0,0,0,,,143 399 984 695
570,0,0,0,0,,,143 399 984 695
571,0,0,0,0,,,143 399 984 695
572,0,0,0,0,,,143 399 984 695
573,0,0,0,0,,,143 399 984 695
574,0,0,0,0,,,143 399 984 695
575,0,0,0,0,,,143 399 984 695
576,0,0,0,0,,,143 399 984 695
577,0,0,0,0,,,143 399 984 695
578,0,0,0,0,,,143 399 984 695
579,0,0,0,0,,,143 399 984 695
580,0,0,0,0,,,143 399 984 695
581,0,0,0,0,,,143 399 984 695
582,0,0,0,0,,,143 399 984 695
583,0,0,0,0,,,143 399 984 695
584,0,0,0,0,,,143 399 984 695
585,0,0,0,0,,,143 399 984 695
586,0,0,0,0,,,143 399 984 695
587,0,0,0,0,,,143 399 984 695
588,0,0,0,0,,,143 399 984 695
589,0,0,0,0,,,143 399 984 695
590,0,0,0,0,,,143 399 984 695
591,0,0,0,0,,,143 399 984 695
592,0,0,0,0,,,143 399 984 695
593,0,0,0,0,,,143 399 984 695
594,0,0,0,0,,,143 399 984 695
595,0,0,0,0,,,143 399 984 695
596,0,0,0,0,,,143 399 984 695
597,0,0,0,0,,,143 399 984 695
598,0,0,0,0,,,143 399 984 695
599,0,0,0,0,,,143 399 984 695
600,0,0,0,0,,,143 399 984 695
601,0,0,0,0,,,143 399 984 695
602,0,0,0,0,,,143 399 984 695
603,0,0,0,0,,,143 399 984 695
604,0,0,0,0,,,143 399 984 695
605,0,0,0,0,,,143 399 984 695
606,0,0,0,0,,,143 399 984 695
607,0,0,0,0,,,143 399 984 695
608,0,0,0,0,,,143 399 984 695
609,0,0,0,0,,,143 399 984 695
610,0,0,0,0,,,143 399 984 695
611,0,0,0,0,,,143 399 984 695
612,0,0,0,0,,,143 399 984 695
613,0,0,0,0,,,143 399 984 695
614,0,0,0,0,,,143 399 984 695
615,0,0,0,0,,,143 399 984 695
616,0,0,0,0,,,143 399 984 695
617,0,0,0,0,,,143 399 984 695
618,0,0,0,0,,,143 399 984 695
619,0,0,0,0,,,143 399 984 695
620,0,0,0,0,,,143 399 984 695
621,0,0,0,0,,,143 399 984 695
622,0,0,0,0,,,143 399 984 695
623,0,0,0,0,,,143 399 984 695
624,0,0,0,0,,,143 399 984 695
625,0,0,0,0,,,143 399 984 695
626,0,0,0,0,,,143 399 984 695
627,0,0,0,0,,,143 399 984 695
628,0,0,0,0,,,143 399 984 695
629,0,0,0,0,,,143 399 984 695
630,0,0,0,0,,,143 399 984 695
631,0,0,0,0,,,143 399 984 695
632,0,0,0,0,,,143 399 984 695
633,0,0,0,0,,,143 399 984 695
634,0,0,0,0,,,143 399 984 695
635,0,0,0,0,,,143 399 984 695
636,0,0,0,0,,,143 399 984 695
637,0,0,0,0,,,143 399 984 695
638,0,0,0,0,,,143 399 984 695
639,0,0,0,0,,,143 399 984 695
640,0,0,0,0,,,143 399 984 695
641,0,0,0,0,,,143 399 984 695
642,0,0,0,0,,,143 399 984 695
643,0,0,0,0,,,143 399 984 695
644,0,0,0,0,,,143 399 984 695
645,0,0,0,0,,,143 399 984 695
646,0,0,0,0,,,143 399 984 695
647,0,0,0,0,,,143 399 984 695
648,0,0,0,0,,,143 399 984 695
649,0,0,0,0,,,143 399 984 695
650,0,0,0,0,,,143 399 984 695
651,0,0,0,0,,,143 399 984 695
652,0,0,0,0,,,143 399 984 695
653,0,0,0,0,,,143 399 984 695
654,0,0,0,0,,,143 399 984 695
655,0,0,1,0,,W005|Y021:UNKNOWN,143 399 984 695
656,0,0,1,0,,W005|Y021:UNKNOWN,143 399 984 695
657,0,0,1,0,,W005|Y021:UNKNOWN,143 399 984 695
658,0,0,1,0,,W005|Y021:UNKNOWN,143 399 984 695
659,0,0,0,0,,,143 399 984 695
660,0,0,0,0,,,143 399 984 695
661,0,0,0,0,,,143 399 984 695
662,0,0,1,0,,W005|Y021:UNKNOWN,143 399 984 695
663,0,0,1,0,,W005|Y021:UNKNOWN,143 399 984 695
664,0,0,1,0,,W005|Y021:HELMETED,143 399 984 695
665,0,0,1,0,,W005|Y021:HELMETED,143 399 984 695
666,0,1,1,0,,W005|Y021:HELMETED,143 399 984 695
667,0,0,1,0,,W005|Y021:HELMETED,143 399 984 695
668,0,0,1,0,,W005|Y021:HELMETED,143 399 984 695
669,0,0,1,0,,W005|Y021:HELMETED,143 399 984 695
670,0,0,1,0,,W005|Y021:HELMETED,143 399 984 695
671,0,0,1,0,,W005|Y021:HELMETED,143 399 984 695
