frame,wjh_overload_count,yolov8n_overload_count,matched_target_count,final_overload,final_target_ids,helmet_statuses,roi
64,0,0,0,0,,,244 303 834 602
65,0,0,0,0,,,244 303 834 602
66,0,0,0,0,,,244 303 834 602
67,0,0,0,0,,,244 303 834 602
68,0,0,0,0,,,244 303 834 602
69,0,0,0,0,,,244 303 834 602
70,0,0,0,0,,,244 303 834 602
71,0,0,0,0,,,244 303 834 602
72,0,0,0,0,,,244 303 834 602
73,0,0,0,0,,,244 303 834 602
74,0,0,0,0,,,244 303 834 602
75,0,0,0,0,,,244 303 834 602
76,0,0,0,0,,,244 303 834 602
77,0,0,0,0,,,244 303 834 602
78,0,0,0,0,,,244 303 834 602
79,0,0,0,0,,,244 303 834 602
80,0,0,0,0,,,244 303 834 602
81,0,0,0,0,,,244 303 834 602
82,0,0,0,0,,,244 303 834 602
83,0,0,0,0,,,244 303 834 602
84,0,0,0,0,,,244 303 834 602
85,0,0,0,0,,,244 303 834 602
86,0,0,0,0,,,244 303 834 602
87,0,0,0,0,,,244 303 834 602
88,0,0,0,0,,,244 303 834 602
89,0,0,0,0,,,244 303 834 602
90,0,0,0,0,,,244 303 834 602
91,0,0,0,0,,,244 303 834 602
92,0,0,0,0,,,244 303 834 602
93,0,0,0,0,,,244 303 834 602
94,0,0,0,0,,,244 303 834 602
95,0,0,0,0,,,244 303 834 602
96,0,0,0,0,,,244 303 834 602
97,0,0,0,0,,,244 303 834 602
98,0,0,0,0,,,244 303 834 602
99,0,0,0,0,,,244 303 834 602
100,0,0,0,0,,,244 303 834 602
101,0,0,0,0,,,244 303 834 602
102,0,0,0,0,,,244 303 834 602
103,0,0,0,0,,,244 303 834 602
104,0,0,0,0,,,244 303 834 602
105,0,0,0,0,,,244 303 834 602
106,0,0,0,0,,,244 303 834 602
107,0,0,0,0,,,244 303 834 602
108,0,0,0,0,,,244 303 834 602
109,0,0,0,0,,,244 303 834 602
110,0,0,0,0,,,244 303 834 602
111,0,0,0,0,,,244 303 834 602
112,0,0,0,0,,,244 303 834 602
113,0,0,0,0,,,244 303 834 602
114,0,0,0,0,,,244 303 834 602
115,0,0,0,0,,,244 303 834 602
116,0,0,0,0,,,244 303 834 602
117,0,0,0,0,,,244 303 834 602
118,0,0,0,0,,,244 303 834 602
119,0,0,0,0,,,244 303 834 602
120,0,0,0,0,,,244 303 834 602
121,0,0,0,0,,,244 303 834 602
122,0,1,0,0,,,244 303 834 602
123,0,1,1,0,,W002|Y004:NO_HELMET,244 303 834 602
124,1,0,0,0,,,244 303 834 602
125,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
126,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
127,1,0,1,0,,W002|Y004:NO_HELMET,244 303 834 602
128,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
129,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
130,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
131,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
132,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
133,1,0,0,0,,,244 303 834 602
134,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
135,1,0,0,0,,,244 303 834 602
136,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
137,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
138,1,0,0,0,,,244 303 834 602
139,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
140,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
141,2,0,0,0,,,244 303 834 602
142,1,0,0,0,,,244 303 834 602
143,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
144,1,1,2,1,W002|Y004,W003|Y006:NO_HELMET W002|Y004:NO_HELMET,244 303 834 602
145,1,0,0,0,,,244 303 834 602
146,1,1,2,1,W002|Y004,W003|Y006:NO_HELMET W002|Y004:NO_HELMET,244 303 834 602
147,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
148,1,0,0,0,,,244 303 834 602
149,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
150,1,0,0,0,,,244 303 834 602
151,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
152,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
153,1,1,2,1,W002|Y004,W002|Y004:NO_HELMET W003|Y007:NO_HELMET,244 303 834 602
154,0,1,2,0,,W002|Y004:NO_HELMET W003|Y007:NO_HELMET,244 303 834 602
155,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
156,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
157,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
158,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
159,0,1,1,0,,W002|Y004:HELMETED,244 303 834 602
160,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
161,1,0,1,0,,W002|Y004:NO_HELMET,244 303 834 602
162,1,1,1,1,W002|Y004,W002|Y004:NO_HELMET,244 303 834 602
163,0,0,0,0,,,244 303 834 602
164,0,0,0,0,,,244 303 834 602
165,0,0,0,0,,,244 303 834 602
166,0,0,0,0,,,244 303 834 602
167,0,0,0,0,,,244 303 834 602
168,0,0,0,0,,,244 303 834 602
169,0,0,0,0,,,244 303 834 602
170,0,0,0,0,,,244 303 834 602
171,0,0,0,0,,,244 303 834 602
172,0,0,0,0,,,244 303 834 602
173,0,0,0,0,,,244 303 834 602
174,0,0,0,0,,,244 303 834 602
175,0,0,0,0,,,244 303 834 602
176,0,0,0,0,,,244 303 834 602
177,0,0,0,0,,,244 303 834 602
178,0,0,0,0,,,244 303 834 602
179,0,0,0,0,,,244 303 834 602
180,0,0,0,0,,,244 303 834 602
181,0,0,0,0,,,244 303 834 602
182,0,0,0,0,,,244 303 834 602
183,0,0,0,0,,,244 303 834 602
184,0,0,0,0,,,244 303 834 602
185,0,0,0,0,,,244 303 834 602
186,0,0,0,0,,,244 303 834 602
187,0,0,0,0,,,244 303 834 602
188,0,0,0,0,,,244 303 834 602
189,0,0,0,0,,,244 303 834 602
190,0,0,0,0,,,244 303 834 602
191,0,0,0,0,,,244 303 834 602
192,0,0,0,0,,,244 303 834 602
193,0,0,0,0,,,244 303 834 602
194,0,0,0,0,,,244 303 834 602
195,0,0,0,0,,,244 303 834 602
196,0,0,0,0,,,244 303 834 602
197,0,0,0,0,,,244 303 834 602
198,0,0,0,0,,,244 303 834 602
199,0,0,0,0,,,244 303 834 602
200,0,0,0,0,,,244 303 834 602
201,0,0,0,0,,,244 303 834 602
202,0,0,0,0,,,244 303 834 602
203,0,0,0,0,,,244 303 834 602
204,0,0,0,0,,,244 303 834 602
205,0,0,0,0,,,244 303 834 602
206,0,0,0,0,,,244 303 834 602
207,0,0,0,0,,,244 303 834 602
208,0,0,0,0,,,244 303 834 602
209,0,0,0,0,,,244 303 834 602
210,0,0,0,0,,,244 303 834 602
211,0,0,0,0,,,244 303 834 602
212,0,0,0,0,,,244 303 834 602
213,0,0,0,0,,,244 303 834 602
214,0,0,0,0,,,244 303 834 602
215,0,0,0,0,,,244 303 834 602
216,0,0,0,0,,,244 303 834 602
217,0,0,0,0,,,244 303 834 602
218,0,0,0,0,,,244 303 834 602
219,0,0,0,0,,,244 303 834 602
220,0,0,0,0,,,244 303 834 602
221,0,0,0,0,,,244 303 834 602
222,0,0,0,0,,,244 303 834 602
223,0,0,0,0,,,244 303 834 602
224,0,0,0,0,,,244 303 834 602
225,0,0,0,0,,,244 303 834 602
226,0,0,0,0,,,244 303 834 602
227,0,0,0,0,,,244 303 834 602
228,0,0,0,0,,,244 303 834 602
229,0,0,0,0,,,244 303 834 602
230,0,0,0,0,,,244 303 834 602
231,0,0,0,0,,,244 303 834 602
232,0,0,0,0,,,244 303 834 602
233,0,0,0,0,,,244 303 834 602
234,0,0,0,0,,,244 303 834 602
235,0,0,0,0,,,244 303 834 602
236,0,0,0,0,,,244 303 834 602
237,0,0,0,0,,,244 303 834 602
238,0,0,0,0,,,244 303 834 602
239,0,0,0,0,,,244 303 834 602
240,0,0,0,0,,,244 303 834 602
241,0,0,0,0,,,244 303 834 602
242,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
243,0,0,0,0,,,244 303 834 602
244,0,0,0,0,,,244 303 834 602
245,0,0,0,0,,,244 303 834 602
246,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
247,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
248,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
249,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
250,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
251,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
252,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
253,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
254,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
255,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
256,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
257,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
258,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
259,0,0,0,0,,,244 303 834 602
260,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
261,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
262,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
263,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
264,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
265,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
266,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
267,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
268,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
269,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
270,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
271,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
272,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
273,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
274,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
275,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
276,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
277,0,0,1,0,,W006|Y010:NO_HELMET,244 303 834 602
278,0,0,0,0,,,244 303 834 602
279,0,0,0,0,,,244 303 834 602
280,0,0,0,0,,,244 303 834 602
281,0,0,0,0,,,244 303 834 602
282,0,0,0,0,,,244 303 834 602
283,0,0,0,0,,,244 303 834 602
284,0,0,0,0,,,244 303 834 602
285,0,0,0,0,,,244 303 834 602
286,0,0,0,0,,,244 303 834 602
287,0,0,0,0,,,244 303 834 602
288,0,0,0,0,,,244 303 834 602
289,0,0,0,0,,,244 303 834 602
290,0,0,0,0,,,244 303 834 602
291,0,0,0,0,,,244 303 834 602
292,0,0,0,0,,,244 303 834 602
293,0,0,1,0,,W008|Y013:NO_HELMET,244 303 834 602
294,0,0,0,0,,,244 303 834 602
295,0,0,0,0,,,244 303 834 602
296,0,0,0,0,,,244 303 834 602
297,0,0,0,0,,,244 303 834 602
298,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
299,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
300,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
301,0,0,0,0,,,244 303 834 602
302,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
303,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
304,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
305,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
306,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
307,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
308,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
309,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
310,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
311,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
312,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
313,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
314,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
315,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
316,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
317,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
318,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
319,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
320,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
321,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
322,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
323,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
324,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
325,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
326,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
327,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
328,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
329,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
330,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
331,0,0,1,0,,W008|Y014:NO_HELMET,244 303 834 602
332,0,0,0,0,,,244 303 834 602
333,0,0,0,0,,,244 303 834 602
334,0,0,0,0,,,244 303 834 602
335,0,0,0,0,,,244 303 834 602
336,0,0,0,0,,,244 303 834 602
337,0,0,0,0,,,244 303 834 602
338,0,0,0,0,,,244 303 834 602
339,0,0,0,0,,,244 303 834 602
340,0,0,0,0,,,244 303 834 602
341,0,0,0,0,,,244 303 834 602
342,0,0,0,0,,,244 303 834 602
343,0,0,0,0,,,244 303 834 602
344,0,0,0,0,,,244 303 834 602
345,0,0,0,0,,,244 303 834 602
346,0,0,0,0,,,244 303 834 602
347,0,0,0,0,,,244 303 834 602
348,0,0,0,0,,,244 303 834 602
349,0,0,0,0,,,244 303 834 602
350,0,0,0,0,,,244 303 834 602
351,0,0,0,0,,,244 303 834 602
352,0,0,0,0,,,244 303 834 602
353,0,0,0,0,,,244 303 834 602
354,0,0,0,0,,,244 303 834 602
355,0,0,0,0,,,244 303 834 602
356,0,0,0,0,,,244 303 834 602
357,0,0,0,0,,,244 303 834 602
358,0,0,0,0,,,244 303 834 602
359,0,0,0,0,,,244 303 834 602
